1403636580.813555 -0.008321 0.014182 -0.162659 0.839160 0.044372 0.540438 -0.042052
1403636580.913555 -0.001253 0.015352 -0.084752 0.830195 0.047433 0.554356 -0.034863
1403636581.013556 0.002556 0.016317 -0.010781 0.818600 0.065517 0.567892 -0.055678
1403636581.113555 0.005208 0.013451 0.053726 0.809473 0.076090 0.577166 -0.076440
1403636581.213556 0.009127 0.010589 0.107542 0.801037 0.072076 0.588481 -0.082673
1403636581.313555 0.010451 0.007244 0.147943 0.792301 0.070736 0.599687 -0.087358
1403636581.413555 0.010023 0.003388 0.160175 0.789652 0.071693 0.603208 -0.086314
1403636581.513556 0.007893 -0.000381 0.137428 0.794361 0.078695 0.596012 -0.086992
1403636581.613555 0.008049 -0.001583 0.087851 0.802431 0.081101 0.583787 -0.093385
1403636581.713556 0.007144 -0.002148 0.025665 0.807429 0.083663 0.575915 -0.096850
1403636581.813555 0.003590 -0.002801 -0.041283 0.808627 0.088224 0.571696 -0.107247
1403636581.913555 -0.000242 -0.001899 -0.109700 0.811767 0.093153 0.563950 -0.119654
1403636582.013556 -0.005692 0.000926 -0.171936 0.821469 0.089685 0.551224 -0.115314
1403636582.113555 -0.010925 0.004809 -0.220973 0.831514 0.092536 0.535974 -0.112930
1403636582.213556 -0.014771 0.008174 -0.244611 0.838009 0.094570 0.525475 -0.112577
1403636582.313555 -0.013103 0.010501 -0.233669 0.839551 0.096419 0.522450 -0.113588
1403636582.413555 -0.010480 0.011929 -0.190567 0.834453 0.096512 0.529741 -0.117249
1403636582.513556 -0.006022 0.010786 -0.131028 0.826747 0.095078 0.542138 -0.116345
1403636582.613555 -0.001026 0.007977 -0.065200 0.822558 0.094096 0.549430 -0.112561
1403636582.713556 0.003086 0.002845 0.001299 0.820604 0.091241 0.553203 -0.110687
1403636582.813555 0.009659 -0.004284 0.066419 0.817315 0.082356 0.559949 -0.108034
1403636582.913555 0.015880 -0.012353 0.128181 0.809837 0.072629 0.572282 -0.106686
1403636583.013556 0.017978 -0.019161 0.175485 0.800270 0.068886 0.586004 -0.106877
