1403636581.913555 0.000315 -0.002351 -0.110047 0.812528 0.092471 0.563222 -0.118441 
1403636582.013556 -0.005368 0.001206 -0.172293 0.822101 0.090309 0.549953 -0.116386 
1403636582.113555 -0.010481 0.004623 -0.221044 0.831472 0.091161 0.536695 -0.110918 
1403636582.213556 -0.014011 0.008437 -0.244114 0.837390 0.094354 0.526592 -0.112141 
1403636582.413555 -0.010598 0.011951 -0.190404 0.834408 0.096301 0.529916 -0.116954 
1403636582.513556 -0.006300 0.011124 -0.130911 0.826699 0.095639 0.541964 -0.117036 
1403636582.613555 -0.001579 0.007825 -0.064955 0.822740 0.094449 0.548971 -0.113177 
1403636582.713556 0.002915 0.002457 0.001341 0.820966 0.089987 0.553181 -0.109123 
1403636582.813555 0.009762 -0.004522 0.066082 0.817061 0.082801 0.560118 -0.108734 
1403636582.913555 0.015702 -0.012869 0.128138 0.809622 0.073443 0.572264 -0.107851 
1403636583.013556 0.017864 -0.019329 0.175208 0.800028 0.069150 0.586260 -0.107111 
1403636583.113555 0.017857 -0.023334 0.194237 0.795015 0.070195 0.593007 -0.106615 
1403636583.313555 0.013935 -0.021527 0.141093 0.796320 0.072014 0.592513 -0.098060 
1403636583.413555 0.013667 -0.019815 0.082804 0.798575 0.073137 0.589341 -0.098013 
1403636583.513556 0.012285 -0.017831 0.015308 0.802052 0.077570 0.584037 -0.097961 
1403636583.613555 0.010133 -0.016553 -0.055302 0.807544 0.078410 0.577513 -0.090571 
1403636583.713556 0.006490 -0.013341 -0.124021 0.818179 0.078507 0.561512 -0.095518 
1403636583.813555 0.001939 -0.011151 -0.182789 0.830323 0.076643 0.543035 -0.099005 
1403636583.913555 -0.002349 -0.009784 -0.229303 0.836872 0.079327 0.533223 -0.095005 
1403636584.013556 -0.007646 -0.007387 -0.256838 0.838727 0.085669 0.529361 -0.094733 
1403636584.113555 -0.010462 -0.005494 -0.257804 0.838278 0.088087 0.529156 -0.097594 
1403636584.213556 -0.007498 -0.004387 -0.230140 0.837804 0.089702 0.529507 -0.098283 
1403636584.313555 -0.002967 -0.004614 -0.180857 0.835847 0.089338 0.532617 -0.098482 
1403636584.413555 0.004962 -0.006757 -0.117772 0.833775 0.090277 0.536808 -0.092235 
1403636584.513556 0.014098 -0.009774 -0.046652 0.829263 0.090185 0.544471 -0.087985 
1403636584.613555 0.022346 -0.012522 0.027150 0.820885 0.085895 0.557633 -0.088401 
1403636584.713556 0.027392 -0.015741 0.097028 0.809274 0.079157 0.575627 -0.086393 
1403636584.813555 0.029132 -0.018629 0.156575 0.799215 0.073768 0.590480 -0.084544 
1403636584.913555 0.027996 -0.020414 0.199060 0.792883 0.069555 0.598911 -0.088340 
1403636585.213556 0.028174 -0.017350 0.166151 0.798463 0.056868 0.594205 -0.078376 
1403636585.313555 0.030682 -0.017789 0.116694 0.802155 0.058083 0.590399 -0.067840 
1403636585.413555 0.031490 -0.018612 0.062637 0.805357 0.060824 0.586824 -0.057775 
1403636585.513556 0.029794 -0.018397 0.009546 0.810987 0.067950 0.578000 -0.059993 
1403636585.613555 0.020675 -0.019676 -0.036263 0.816780 0.075955 0.567904 -0.067725 
1403636585.713556 0.008658 -0.021221 -0.067926 0.823955 0.079862 0.555500 -0.078358 
1403636585.813555 -0.001949 -0.022854 -0.084189 0.832107 0.078642 0.542292 -0.085636 
1403636585.913555 -0.011922 -0.024079 -0.088810 0.841881 0.077880 0.526006 -0.092134 
1403636586.013556 -0.018962 -0.025151 -0.087783 0.854251 0.073864 0.506672 -0.089902 
1403636586.113555 -0.024701 -0.025755 -0.084758 0.867372 0.065999 0.486941 -0.078733 
1403636586.213556 -0.032050 -0.023100 -0.079549 0.877496 0.058693 0.470317 -0.073197 
1403636586.313555 -0.041329 -0.021790 -0.075536 0.887616 0.055717 0.451387 -0.072688 
1403636586.413555 -0.052114 -0.023114 -0.073084 0.897699 0.051830 0.431518 -0.072397 
1403636586.513556 -0.062795 -0.027634 -0.071273 0.905593 0.053288 0.414854 -0.070406 
1403636586.613555 -0.068606 -0.034792 -0.067386 0.909988 0.056038 0.404648 -0.071007 
1403636586.813555 -0.063224 -0.052193 -0.061060 0.906054 0.056182 0.412301 -0.076927 
1403636587.013556 -0.052264 -0.057329 -0.061926 0.901332 0.065113 0.420746 -0.079584 
1403636587.313555 -0.030211 -0.075409 -0.063547 0.904917 0.069481 0.412543 -0.078145 
1403636587.413555 -0.019094 -0.094466 -0.064858 0.905956 0.066339 0.410948 -0.077227 
1403636587.513556 -0.007527 -0.120010 -0.066430 0.907244 0.061864 0.408666 -0.077931 
1403636587.613555 0.004320 -0.151967 -0.067459 0.907664 0.057125 0.408482 -0.077621 
1403636587.713556 0.017633 -0.187533 -0.067069 0.905846 0.050318 0.413624 -0.076326 
1403636587.813555 0.030756 -0.223881 -0.066714 0.903695 0.041838 0.419680 -0.073846 
1403636587.913555 0.042039 -0.258893 -0.069731 0.904320 0.035113 0.419521 -0.070537 
1403636588.013556 0.050949 -0.290836 -0.075356 0.908676 0.029340 0.411687 -0.062930 
1403636588.113555 0.057734 -0.316071 -0.081977 0.912344 0.023937 0.404332 -0.059754 
1403636588.213556 0.062970 -0.334661 -0.087984 0.913199 0.024094 0.402524 -0.058844 
1403636588.713556 0.048809 -0.308857 -0.086147 0.910373 0.024704 0.407924 -0.064871 
1403636588.813555 0.037999 -0.282565 -0.084386 0.911298 0.029293 0.405092 -0.067659 
1403636588.913555 0.026440 -0.249996 -0.082294 0.911272 0.032702 0.404162 -0.071887 
1403636589.013556 0.012864 -0.212917 -0.077501 0.909797 0.037605 0.406431 -0.075289 
1403636589.113555 -0.001812 -0.172845 -0.070576 0.907100 0.043701 0.411143 -0.078875 
1403636589.213556 -0.016386 -0.130108 -0.062589 0.905152 0.047722 0.414449 -0.081582 
1403636589.313555 -0.031562 -0.085159 -0.056465 0.905353 0.053102 0.412983 -0.083429 
1403636589.413555 -0.046366 -0.039224 -0.053435 0.906574 0.059174 0.409172 -0.084853 
1403636589.513556 -0.060853 0.006503 -0.051400 0.906100 0.062725 0.409621 -0.085196 
1403636589.613555 -0.075131 0.052069 -0.050275 0.904766 0.065488 0.411840 -0.086589 
1403636589.713556 -0.089022 0.096365 -0.049675 0.903719 0.068611 0.413360 -0.087848 
1403636589.813555 -0.102046 0.138763 -0.051302 0.904108 0.073918 0.410515 -0.092748 
1403636589.913555 -0.113644 0.175249 -0.054490 0.905949 0.080749 0.403979 -0.097655 
1403636590.013556 -0.123305 0.205658 -0.057255 0.905618 0.085971 0.401657 -0.105529 
1403636590.113555 -0.130572 0.227045 -0.056210 0.902252 0.090244 0.406731 -0.111208 
1403636590.213556 -0.135181 0.237708 -0.053783 0.899357 0.092859 0.411373 -0.115352 
1403636590.413555 -0.135792 0.220697 -0.050415 0.900780 0.092250 0.410362 -0.108115 
1403636590.513556 -0.132643 0.194504 -0.047893 0.900898 0.089022 0.412377 -0.102000 
1403636590.613555 -0.126848 0.160396 -0.045327 0.900179 0.085858 0.415922 -0.096513 
1403636590.713556 -0.118610 0.121314 -0.044610 0.900559 0.081616 0.417054 -0.091643 
1403636590.813555 -0.107923 0.079332 -0.046794 0.902933 0.076672 0.413232 -0.089845 
1403636590.913555 -0.094941 0.034558 -0.050956 0.905760 0.072613 0.407924 -0.089015 
